Date,Open,High,Low,Close,Adj Close,Volume,Change,Direction,OBV,SMA/short,SMA/long,MACD,Signal Line,RSI,SlowK,SlowD
2022-11-18,159.66000366210938,160.02000427246094,151.1999969482422,154.08999633789062,154.02442932128906,49207200.0,-2.6800079345703125,DOWN,13270667200,154.71300048828124,132.8881997680664,6.857790211491221,6.812062004621419,58.8849064770285,67.0295379516149,76.8612347004303
2022-11-21,151.47000122070312,154.77000427246094,150.8000030517578,153.1699981689453,153.10482788085938,40473900.0,-0.9199981689453125,DOWN,13230193300,155.7290008544922,133.05059967041015,5.859974153542851,6.621644434405706,57.96540616393414,62.13921286238193,68.85481688131021
2022-11-22,153.27999877929688,160.5800018310547,151.22000122070312,160.3800048828125,160.311767578125,47286600.0,7.2100067138671875,UP,13277479900,157.16500091552734,133.63199981689453,5.826547151970118,6.462624977918589,62.8600649438148,65.11628755633473,64.76167945677732
2022-11-23,160.97999572753906,165.27000427246094,160.47999572753906,165.19000244140625,165.1197052001953,42724100.0,4.80999755859375,UP,13320204000,159.9080017089844,134.31019989013672,6.194015937591502,6.408903169853172,65.7272662344958,73.38344940652938,66.87964994174881
2022-11-25,163.17999267578125,164.8699951171875,161.72000122070312,162.6999969482422,162.63076782226562,16793400.0,-2.4900054931640625,DOWN,13303410600,160.4280014038086,134.9783999633789,6.018462489210492,6.330815033724637,63.0151868082587,79.75419905309256,72.75131200531904
2022-11-28,160.25999450683594,163.57000732421875,157.25,158.27000427246094,158.20265197753906,30374100.0,-4.42999267578125,DOWN,13273036500,159.9280014038086,135.50420013427734,5.256266783410638,6.115905383661837,58.39834729890644,75.62002870246384,76.25255905402874
2022-11-29,158.27000427246094,159.32000732421875,155.1999969482422,156.38999938964844,156.32345581054688,29838400.0,-1.8800048828125,DOWN,13243198100,159.27200164794922,135.95559997558593,4.390642869374517,5.770852880804373,56.506278568344726,66.47114625275553,73.94845800277079
2022-11-30,156.97000122070312,169.3000030517578,155.97000122070312,169.22999572753906,169.20126342773438,56529800.0,12.839996337890625,UP,13299727900,159.52900085449218,136.705,5.11044215476025,5.638770735595549,64.87631006818819,72.94317735634506,71.67811743718829
2022-12-01,169.99000549316406,172.64999389648438,166.35000610351562,171.35000610351562,171.32090759277344,47097700.0,2.1200103759765625,UP,13346825600,160.75400085449218,137.47980010986328,5.717454118412974,5.654507412159035,66.03841732938528,83.01101222536867,74.1417786114899
2022-12-02,166.58999633789062,169.3300018310547,164.4499969482422,168.75999450683594,168.73133850097656,37138900.0,-2.5900115966796875,DOWN,13309686700,161.9529998779297,138.34279998779297,5.70816593764269,5.665239117255766,63.28364342381494,91.06240403011105,82.33886453727507
2022-12-05,166.7899932861328,169.9499969482422,164.72000122070312,166.10000610351562,166.07179260253906,35225500.0,-2.6599884033203125,DOWN,13274461200,163.15400085449218,139.16160003662108,5.265247843466113,5.585240862497836,60.492675684651395,82.09003829946,85.38781818498005
2022-12-06,165.3000030517578,165.72999572753906,158.19000244140625,159.8699951171875,159.8428497314453,35269400.0,-6.230010986328125,DOWN,13239191800,163.8240005493164,139.9133999633789,4.13680330225904,5.295553350450076,54.437142171782995,64.57666561216848,79.24303598057998
2022-12-07,157.72000122070312,161.86000061035156,156.6699981689453,161.1999969482422,161.17262268066406,37238800.0,1.3300018310546875,UP,13276430600,163.90599975585937,140.6547999572754,3.4022788030908657,4.916898440978234,55.46214952314487,53.04348372616274,66.57006254593054
2022-12-08,162.72999572753906,171.7899932861328,159.58999633789062,171.69000244140625,171.6608428955078,51545600.0,10.490005493164062,UP,13327976200,164.55599975585938,141.54139999389648,3.976008678138726,4.728720488410333,62.607294884011665,61.57132305512025,59.73049079781729
2022-12-09,171.60000610351562,175.8300018310547,169.75,170.00999450683594,169.9811248779297,46533800.0,-1.6800079345703125,DOWN,13281442400,165.28699951171876,142.49759994506837,4.087820829191429,4.6005405565665525,60.921620968485804,73.31718757484224,62.643998118708545
2022-12-12,170.3699951171875,175.3800048828125,167.97000122070312,175.35000610351562,175.3202362060547,45732800.0,5.3400115966796875,UP,13327175200,166.99499969482423,143.5768000793457,4.657523831298704,4.611937211512982,64.21933217419739,90.13463582111876,75.00771548369389
2022-12-13,185.30999755859375,187.89999389648438,177.11000061035156,180.72000122070312,180.68931579589844,65658900.0,5.3699951171875,UP,13392834100,169.4279998779297,144.6888000488281,5.533058109201136,4.796161391050613,67.21546764565501,84.2800988930465,82.5773074296693
2022-12-14,179.8699951171875,182.52000427246094,174.1999969482422,176.74000549316406,176.70999145507812,49688800.0,-3.9799957275390625,DOWN,13343145300,170.1790008544922,145.5902001953125,5.559525291871296,4.94883417121475,63.004535742669376,80.6546721565774,85.02313562358103
2022-12-15,171.4600067138672,173.1999969482422,167.0,169.52000427246094,169.4912109375,47854200.0,-7.220001220703125,DOWN,13295291100,169.99600067138672,146.3388003540039,4.63832900371645,4.88673313771509,56.13422933024884,62.568833710447684,75.834534920024
2022-12-16,168.63999938964844,170.41000366210938,164.10000610351562,165.7100067138672,165.68186950683594,47823200.0,-3.80999755859375,DOWN,13247467900,169.69100189208984,147.0270004272461,3.463592853451644,4.602105080862401,52.858619133614646,47.26812432445613,63.497210063827204
2022-12-19,165.72000122070312,166.08999633789062,161.4499969482422,162.5399932861328,162.51239013671875,35403900.0,-3.170013427734375,DOWN,13212064000,169.33500061035156,147.86260025024413,2.213685063681993,4.1244210774263195,50.23217871730774,32.16967383383727,47.335543956247164
2022-12-20,160.63999938964844,163.10000610351562,158.52000427246094,160.85000610351562,160.82269287109375,40326000.0,-1.6899871826171875,DOWN,13171738000,169.43300170898436,148.7456004333496,1.107116039015125,3.520960069744081,48.83894178937629,22.03384648233006,33.823881546874624
2022-12-21,161.13999938964844,166.27000427246094,161.02000427246094,165.00999450683594,164.9819793701172,32502500.0,4.1599884033203125,UP,13204240500,169.81400146484376,149.7286003112793,0.7769653991448422,2.9721611356242335,52.342937936710484,20.22197232861071,24.808497548259485
2022-12-22,160.94000244140625,161.3800048828125,148.82000732421875,153.38999938964844,153.36395263671875,56504500.0,-11.6199951171875,DOWN,13147736000,167.98400115966797,150.49640029907226,-0.7615817945059007,2.2254125495982064,43.40115885379747,17.26120712196281,19.83900864430133
2022-12-23,151.9600067138672,153.38999938964844,148.8300018310547,152.05999755859375,152.0341796875,34932600.0,-1.3300018310546875,DOWN,13112803400,166.18900146484376,151.14560028076173,-1.954242235677782,1.3894815925430088,42.506107096893565,15.563230546065393,17.68213666554644
2022-12-27,150.74000549316406,151.0,140.55999755859375,141.2100067138672,141.18601989746094,46490200.0,-10.849990844726562,DOWN,13066313200,162.7750015258789,151.72440048217774,-3.9360992460087516,0.32436542483265685,35.98615905254158,7.119224649364714,13.314554105797773
2022-12-28,139.27000427246094,142.6199951171875,138.83999633789062,140.36000061035156,140.33616638183594,35106600.0,-0.850006103515625,DOWN,13031206600,158.73900146484374,152.1540005493164,-5.303529480800847,-0.8012135562940439,35.52640933181966,4.253995011780124,8.978816735736878
